applicant_id,age,existing_loans_count,loan_tenure_months,ever_defaulted,is_thin_file,emi_to_income_ratio,disposable_income_ratio,loan_to_income_ratio,burden_to_income_ratio,upi_to_income_ratio,upi_engagement_score,savings_rate,expense_to_income_ratio,age_risk_band,alt_credit_score,thin_file_confidence,monthly_income_inr_scaled,disposable_income_inr_scaled,monthly_loan_burden_inr_scaled,loan_amount_requested_scaled,upi_inflow_avg_inr_scaled,alt_credit_score_scaled,emp_Salaried,emp_SelfEmployed,emp_Gig,emp_MSME,city_tier_ord,purpose_Business,purpose_Education,purpose_Medical,purpose_Home,purpose_Personal,default_probability,risk_label
bdd640fb-0667-4ad1-9c80-317fa3b1799d,43,0,48,0,1,0.0,0.5765816272719816,17.721803288294094,0.3692042351727936,0.9305771506919949,0.41333333333333333,0.5765816272719816,0.42341837272801847,2,609.7821627271982,0.5,0.018502848313355434,1.1038028357027765,-0.4339474125787685,0.6984244399465263,-0.08355780470840804,0.11009321184073592,1,0,0,0,1,0,0,1,0,0,0.5333,High
23b8c1e9-3924-46de-beb1-3b9046685257,45,0,12,0,1,0.0,0.4754047806952257,3.5055437752944054,0.2921286479412004,1.115101233791219,0.5766666666666667,0.4754047806952257,0.5245952193047744,2,570.473811402856,0.65,-0.8610661610273567,-0.24516779034945765,-0.7241295118296485,-1.447043285007868,-0.7744339807876481,-0.16346255620104927,0,1,0,0,1,0,0,0,0,1,0.4979,Medium
bd9c66b3-ad3c-4d6d-9a3d-1fa7bc8960a9,51,0,36,0,0,0.0,0.5566499015088642,10.648967206986459,0.29580464463851275,0.8763748104775834,0.08666666666666667,0.5566499015088642,0.4433500984911358,3,889.0,1.0,0.5257419135512836,1.6999270824160249,-0.4034294219935826,0.23735902767045164,0.27326508627650714,2.053233724040931,0,1,0,0,2,0,0,0,1,0,0.3481,Medium
972a8469-1641-4f82-8b9d-2434e465e150,40,0,36,1,1,0.0,0.41449961722841117,19.083442190947984,0.5300956164152218,1.0678549070883594,0.07333333333333333,0.41449961722841117,0.5855003827715888,1,562.9099617228411,0.65,0.7909920917530964,1.282346360210645,0.07316571590909064,2.1668911232512125,0.9317674200658765,-0.21610110854063166,0,1,0,0,2,1,0,0,0,0,0.7439,High
17fc695a-07a0-4a6e-8822-e8f36c031199,51,0,36,0,1,0.0,0.5607459267112688,20.0,0.5555555555555556,0.969488416870788,0.3466666666666667,0.5607459267112688,0.4392540732887313,3,560.2425926711269,0.5,-1.1425070893481204,-0.49108895840206174,-0.7167077776548976,-1.0309725057970902,-1.1330651046999733,-0.23466393717650758,1,0,0,0,3,1,0,0,0,0,0.5376,High
9a1de644-815e-46d1-bb8f-aa1837f8a88b,53,0,48,0,0,0.0,0.5997234437382519,18.96114291271293,0.39502381068151937,0.9775298037329768,0.32,0.5997234437382519,0.40027655626174796,3,769.0,1.0,-0.9597512734516037,-0.20000861044382745,-0.7040581694173895,-0.7596611432042416,-0.9545650919865715,1.218126398013602,0,1,0,0,1,0,0,0,1,0,0.3211,Medium
b74d0fb1-32e7-4629-8fad-c1a606cb0fb3,40,3,12,0,0,0.034815902769780256,0.36271232431528516,20.0,1.6666666666666667,1.0432268405384642,0.25,0.3975282270850654,0.6024717729149346,1,899.0,1.0,-0.1454238978000968,0.20050053403335327,0.8760345605261882,0.7124191813201894,-0.08452595405483884,2.1228260012098747,1,0,0,0,3,0,0,0,1,0,0.2819,Medium
6b65a6a4-8b81-48f6-b38a-088ca65ed389,35,0,36,0,0,0.0,0.5385440309705384,12.928833312980142,0.35913425869389287,0.8844240538222592,0.9633333333333334,0.5385440309705384,0.4614559690294616,1,354.0,1.0,-0.48276161504642734,0.33022680282819794,-0.5857079845583826,-0.5006097614214162,-0.5882082615714554,-1.6699531044975773,0,0,0,1,1,1,0,0,0,0,0.5449,High
47378190-96da-4dac-b2ff-5d2a386ecbe0,29,1,6,0,1,0.14103816163270494,0.41776986324319715,3.171865562675748,0.528644260445958,1.0029667950612149,1.0,0.5588080248759021,0.4411919751240979,3,624.8369863243197,0.8,-0.266153023572367,0.2563605888042596,-0.36385079672756465,-1.300446429992182,-0.25693066274137666,0.21486315749078003,0,0,0,1,1,0,0,0,1,0,0.6334,High
c241330b-01a9-471f-9e8a-774bcf36d58b,54,3,60,0,1,0.3152990522314818,0.22242141848409763,20.000000000000004,0.33333333333333337,0.9440665850536811,0.5,0.5377204707155794,0.46227952928442057,3,573.9981418484098,0.65,-0.7796963922072063,-0.5788936450065502,-0.6828712167421597,-0.3966010122703839,-0.804828719794574,-0.13893593808085644,1,0,0,0,1,1,0,0,0,0,0.601,High
